Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X1,2021,South America,Grey,Diesel,Automatic,1.4,188116,55656,9368,High
X6,2012,North America,Red,Diesel,Automatic,2.6,46573,109001,3054,Low
X5,2014,Africa,Silver,Hybrid,Manual,2.8,159897,88567,5457,Low
5 Series,2018,Africa,Silver,Electric,Manual,2.6,149279,75466,4387,Low
X5,2012,Europe,Blue,Electric,Automatic,2.9,51036,71702,5870,Low
5 Series,2010,Africa,Silver,Diesel,Automatic,3.0,168435,48023,4293,Low
i3,2018,Europe,White,Electric,Manual,1.8,134267,74512,6209,Low
M5,2010,Europe,Blue,Petrol,Automatic,2.8,21543,84528,5479,Low
X5,2013,Middle East,Red,Diesel,Automatic,2.8,79263,101877,4791,Low
i3,2010,Asia,Grey,Diesel,Manual,2.3,80569,58149,8150,High
5 Series,2012,North America,Red,Petrol,Manual,2.7,177751,65999,6836,Low
5 Series,2017,Europe,Red,Electric,Manual,1.6,10147,74953,8012,High
X6,2011,South America,Blue,Diesel,Manual,2.7,76028,58049,4903,Low
X3,2019,South America,Silver,Electric,Manual,2.9,87653,63486,5849,Low
i3,2019,Africa,Red,Electric,Automatic,2.0,170282,56167,9999,High
3 Series,2013,North America,Grey,Petrol,Automatic,1.7,109219,78497,9898,High
7 Series,2024,North America,Blue,Diesel,Automatic,3.4,132772,136926,3714,Low
X1,2020,South America,Blue,Electric,Manual,2.1,17328,65177,9461,High
i3,2016,Asia,Silver,Hybrid,Automatic,1.5,51637,49188,7195,High
i8,2021,North America,Red,Petrol,Automatic,2.9,70990,82716,5180,Low
i3,2021,Africa,Grey,Electric,Automatic,1.4,174263,44840,9999,High
5 Series,2015,South America,Blue,Hybrid,Automatic,2.9,129388,63574,8846,High
X1,2015,North America,Blue,Hybrid,Manual,1.8,377,76130,9887,High
M3,2017,Middle East,Blue,Diesel,Automatic,2.2,42326,90277,4135,Low
3 Series,2011,South America,White,Diesel,Manual,1.1,124979,40313,9907,High
5 Series,2018,North America,White,Diesel,Automatic,1.6,5394,88702,7345,High
i3,2019,Africa,Silver,Electric,Automatic,1.6,67849,50262,9999,High
X6,2023,Middle East,Grey,Hybrid,Automatic,3.1,171023,127801,6186,Low
3 Series,2020,South America,Red,Electric,Manual,1.6,156760,39610,5843,Low
X5,2013,Africa,Black,Diesel,Automatic,3.2,195085,86921,6503,Low
i8,2012,Asia,Blue,Hybrid,Automatic,2.8,101300,72954,6941,Low
X6,2015,Africa,Grey,Diesel,Automatic,3.5,102514,87013,4284,Low
X1,2023,North America,Red,Diesel,Automatic,1.9,194336,50480,9999,High
X1,2014,Asia,Red,Electric,Automatic,2.0,48714,47871,9043,High
X6,2023,South America,Grey,Electric,Automatic,2.8,116109,68896,7407,High
5 Series,2013,Asia,Silver,Petrol,Manual,2.9,33581,93635,8503,High
M5,2021,Africa,Red,Petrol,Manual,2.9,42176,107469,6801,Low
i8,2010,Asia,Silver,Hybrid,Manual,3.2,24274,75148,6892,Low
7 Series,2018,Asia,Silver,Electric,Manual,3.5,147130,120746,3366,Low
i3,2010,South America,Grey,Electric,Automatic,1.8,193485,44059,8992,High
X1,2017,South America,Red,Petrol,Manual,2.0,9097,68653,6209,Low
3 Series,2018,North America,Grey,Hybrid,Manual,1.8,82693,74405,8761,High
M5,2016,North America,Grey,Diesel,Manual,2.3,34163,122543,6859,Low
5 Series,2013,South America,Black,Petrol,Automatic,2.5,140593,75418,7989,High
i8,2012,North America,Red,Hybrid,Manual,2.1,193878,97145,4735,Low
5 Series,2015,South America,Silver,Petrol,Manual,2.0,163576,76319,5534,Low
M3,2015,Europe,Black,Hybrid,Automatic,1.9,25775,113733,4673,Low
i3,2022,North America,White,Electric,Manual,1.3,33276,76850,7734,High
7 Series,2020,Europe,Silver,Diesel,Manual,3.6,191656,120148,4012,Low
X3,2024,North America,White,Electric,Automatic,2.7,138697,99426,9775,High
i8,2022,Africa,White,Hybrid,Manual,2.6,35655,98306,4417,Low
X3,2016,Middle East,Grey,Diesel,Automatic,2.8,9286,87949,6483,Low
i8,2010,South America,Black,Petrol,Automatic,3.1,138037,57438,4892,Low
7 Series,2018,Africa,Red,Petrol,Manual,3.8,141295,69803,5900,Low
X6,2022,Africa,White,Electric,Manual,2.5,20544,67609,3649,Low
i3,2022,South America,Blue,Hybrid,Automatic,1.8,79800,62057,9999,High
3 Series,2017,Middle East,Silver,Electric,Automatic,2.6,75405,51954,5465,Low
i8,2014,Asia,Blue,Hybrid,Manual,2.8,186855,72876,6915,Low
3 Series,2021,Middle East,Silver,Electric,Manual,1.4,12879,57810,9935,High
3 Series,2024,Asia,Grey,Electric,Automatic,1.9,158165,59565,9999,High
X1,2012,Europe,Grey,Hybrid,Manual,1.7,196798,43035,8301,High
X3,2023,Middle East,White,Electric,Manual,2.6,94548,65813,9999,High
X6,2019,Asia,Blue,Petrol,Automatic,3.1,195526,94724,5062,Low
M5,2015,Africa,White,Petrol,Manual,3.1,156688,60245,5989,Low
X5,2017,South America,Red,Electric,Manual,3.2,146725,57959,5572,Low
3 Series,2015,Europe,Red,Hybrid,Manual,1.7,95448,75098,6283,Low
M3,2010,North America,Blue,Petrol,Manual,2.7,145759,58438,5602,Low
X5,2013,Europe,Blue,Petrol,Manual,3.2,134075,96943,4262,Low
7 Series,2021,South America,Red,Electric,Manual,3.4,53827,100715,6782,Low
7 Series,2013,Africa,Grey,Petrol,Automatic,3.4,127435,99786,3491,Low
M5,2013,Asia,White,Electric,Automatic,2.3,166509,116829,4950,Low
3 Series,2012,Asia,Black,Petrol,Manual,2.1,18659,46655,8352,High
X5,2018,Middle East,Red,Petrol,Automatic,2.7,120861,128161,7665,High
X5,2012,North America,Black,Petrol,Automatic,2.5,139906,72224,4070,Low
i3,2023,Europe,White,Electric,Manual,1.4,137269,71560,9999,High
M3,2013,North America,Grey,Petrol,Automatic,2.3,193050,80603,7051,High
X1,2015,Middle East,Silver,Electric,Automatic,2.2,179421,46207,7324,High
7 Series,2012,North America,Black,Petrol,Manual,3.6,54862,101576,4941,Low
X1,2022,South America,Silver,Electric,Manual,2.1,147374,64970,9999,High
M5,2016,Europe,Black,Diesel,Automatic,2.8,96656,80456,3362,Low
5 Series,2012,North America,Red,Electric,Manual,1.5,54984,96058,6315,Low
i3,2017,North America,Red,Electric,Automatic,2.3,59320,54776,9999,High
X5,2017,Europe,Grey,Petrol,Automatic,3.3,141510,127825,5907,Low
5 Series,2024,South America,Silver,Electric,Manual,2.4,13700,60430,9625,High
M3,2020,Europe,Silver,Petrol,Manual,2.9,22342,126265,6469,Low
X1,2012,Africa,Silver,Diesel,Manual,1.4,183547,40094,9473,High
M5,2015,South America,Red,Hybrid,Automatic,3.3,20451,93603,3125,Low
5 Series,2022,Africa,White,Petrol,Manual,2.6,22632,48936,5536,Low
7 Series,2011,South America,Blue,Petrol,Manual,3.0,15017,92495,4971,Low
i8,2010,Asia,White,Hybrid,Automatic,2.5,135864,87678,6565,Low
X5,2010,South America,Red,Petrol,Manual,2.8,46925,87669,6625,Low
i3,2014,Middle East,White,Electric,Manual,1.7,97703,42186,7421,High
3 Series,2024,South America,Red,Electric,Automatic,1.6,3403,67865,9999,High
X1,2019,Asia,Red,Electric,Automatic,2.4,101715,59141,9999,High
i3,2012,Africa,Blue,Electric,Automatic,1.5,184638,43155,5901,Low
M3,2020,North America,Grey,Electric,Automatic,2.5,94561,84960,7612,High
X1,2020,Europe,Black,Electric,Automatic,1.8,185190,47405,9999,High
X5,2024,Asia,Black,Electric,Manual,2.6,127124,118476,5606,Low
M5,2011,Asia,White,Diesel,Automatic,3.4,118351,77221,6472,Low
i8,2023,North America,Red,Hybrid,Manual,2.4,57904,89379,5119,Low
X3,2023,Africa,White,Hybrid,Automatic,2.4,152393,53620,9449,High
i3,2011,North America,Red,Electric,Manual,1.2,144542,56818,9767,High
X3,2018,Middle East,Black,Hybrid,Automatic,2.2,115932,72273,8682,High
X5,2016,North America,Blue,Hybrid,Automatic,2.8,141962,113426,5320,Low
X1,2013,Europe,Grey,Diesel,Automatic,2.0,14940,64295,7294,High
7 Series,2014,North America,White,Diesel,Manual,3.5,158294,113800,2855,Low
M5,2013,Africa,Blue,Petrol,Automatic,3.0,166006,73893,3894,Low
X1,2020,North America,White,Hybrid,Automatic,1.8,12596,50611,9999,High
X5,2016,North America,Red,Petrol,Automatic,2.6,70279,79876,5688,Low
X5,2020,North America,Silver,Petrol,Automatic,2.8,197836,115431,5166,Low
M5,2011,Europe,Grey,Petrol,Automatic,3.2,55093,125399,4265,Low
i8,2010,Asia,Grey,Hybrid,Automatic,2.4,175669,61631,3400,Low
5 Series,2014,Asia,White,Electric,Automatic,1.9,43345,87683,5811,Low
3 Series,2020,Europe,Blue,Electric,Manual,1.4,54322,67531,7622,High
7 Series,2021,Europe,Silver,Diesel,Automatic,3.5,188017,126466,6851,Low
X3,2021,Asia,Blue,Petrol,Manual,2.4,134986,92355,9222,High
M3,2017,Middle East,Red,Petrol,Manual,3.0,188494,65313,6974,Low
5 Series,2012,Europe,Black,Petrol,Automatic,2.5,42129,72694,7557,High
3 Series,2016,Middle East,Red,Petrol,Manual,1.6,28198,76083,9557,High
X3,2018,South America,Black,Petrol,Automatic,2.0,34106,44272,9999,High
X6,2013,Middle East,Red,Petrol,Automatic,2.9,22277,91655,4603,Low
i8,2014,Asia,White,Hybrid,Automatic,3.0,144685,109474,4853,Low
i8,2019,Middle East,Silver,Petrol,Manual,2.7,167230,108917,4884,Low
X3,2020,Africa,Black,Petrol,Automatic,2.1,41910,80251,8975,High
X6,2021,North America,Black,Petrol,Manual,2.9,90889,87426,7170,High
i3,2017,Africa,Blue,Petrol,Manual,1.7,155819,53151,9999,High
X1,2013,Africa,Silver,Electric,Manual,1.4,46085,36365,8580,High
i8,2012,North America,White,Hybrid,Automatic,2.6,86318,98381,3724,Low
X5,2015,Africa,Black,Diesel,Manual,3.1,99448,76205,5451,Low
7 Series,2019,Middle East,Blue,Hybrid,Automatic,3.4,44298,113078,3482,Low
X3,2015,Middle East,Silver,Hybrid,Manual,1.9,55351,67341,8044,High
X6,2017,Europe,Blue,Petrol,Automatic,2.4,191052,117554,5433,Low
i3,2024,Europe,White,Electric,Manual,1.7,192860,77011,9999,High
7 Series,2011,Asia,Grey,Petrol,Manual,3.0,78209,88032,5461,Low
i8,2010,South America,Grey,Hybrid,Automatic,2.6,1491,68357,5893,Low
7 Series,2014,Europe,Red,Diesel,Automatic,4.1,198481,91865,4113,Low
3 Series,2014,Asia,Black,Petrol,Manual,1.5,39127,49794,8777,High
i3,2024,Africa,Red,Electric,Automatic,1.1,27957,46490,9999,High
M5,2012,Asia,Black,Petrol,Manual,3.0,93684,63316,5010,Low
M5,2012,Africa,Red,Diesel,Manual,2.8,99613,77842,3995,Low
X5,2024,Africa,Red,Electric,Automatic,3.9,167866,78247,3832,Low
X3,2023,Middle East,Black,Diesel,Manual,1.6,63652,97686,8825,High
X6,2022,Africa,Silver,Electric,Automatic,3.3,101125,91413,7981,High
M5,2014,South America,White,Petrol,Manual,2.7,18158,106110,4403,Low
7 Series,2012,North America,Grey,Diesel,Manual,2.8,5299,109123,4459,Low
M5,2016,Asia,Grey,Electric,Manual,2.9,10065,101983,4564,Low
3 Series,2010,Africa,Silver,Petrol,Manual,2.6,183233,53874,7867,High
i8,2020,Africa,Silver,Hybrid,Manual,3.1,74571,70088,5231,Low
X5,2015,Europe,Black,Diesel,Manual,3.6,29538,71632,7259,High
X6,2021,Asia,Grey,Electric,Automatic,3.0,74611,108414,4972,Low
X3,2013,Middle East,Black,Petrol,Automatic,2.2,31043,52103,7697,High
i3,2021,Asia,Silver,Hybrid,Manual,1.6,42366,65210,7830,High
M3,2020,North America,Blue,Petrol,Automatic,2.6,191861,110396,7315,High
3 Series,2018,Middle East,Blue,Electric,Automatic,1.8,109156,65215,9999,High
X5,2012,North America,Silver,Petrol,Manual,2.8,166078,94063,5326,Low
M5,2010,Europe,Silver,Diesel,Automatic,3.1,187591,87270,5224,Low
3 Series,2023,South America,Blue,Electric,Manual,1.7,74705,44430,8004,High
M5,2019,Europe,Black,Petrol,Automatic,3.4,61994,149886,5872,Low
X5,2016,North America,Grey,Diesel,Manual,2.5,199543,85638,7489,High
X1,2021,Africa,Red,Electric,Automatic,1.8,37582,37017,8558,High
i8,2020,Asia,Silver,Hybrid,Automatic,2.8,19157,80991,7415,High
5 Series,2023,Asia,Blue,Hybrid,Automatic,2.1,145123,74561,8863,High
X6,2023,Middle East,Grey,Electric,Manual,2.5,109917,98852,7002,High
M3,2024,South America,Black,Hybrid,Automatic,3.0,45801,89186,7815,High
i8,2022,Middle East,Red,Hybrid,Manual,2.8,66790,98518,7649,High
X3,2018,South America,Red,Hybrid,Automatic,2.3,188627,58531,5895,Low
X6,2014,Middle East,Grey,Diesel,Manual,2.8,59568,113300,5045,Low
i3,2016,South America,Black,Electric,Manual,1.5,31351,49521,8521,High
X3,2023,South America,Blue,Diesel,Manual,2.5,32869,88330,8859,High
X5,2014,Asia,Blue,Diesel,Manual,3.1,2806,77300,3511,Low
X3,2013,Europe,Grey,Petrol,Manual,2.2,146191,92282,7125,High
3 Series,2011,Asia,Blue,Petrol,Manual,2.1,153777,42393,5669,Low
i8,2013,Middle East,Blue,Hybrid,Automatic,2.9,76162,113979,6793,Low
X6,2020,South America,Blue,Electric,Manual,3.8,12450,93439,5603,Low
7 Series,2023,North America,White,Petrol,Manual,3.9,146668,120304,5055,Low
7 Series,2015,Europe,Blue,Petrol,Automatic,3.2,129924,96210,5287,Low
5 Series,2015,South America,Black,Hybrid,Automatic,2.5,86890,50041,9236,High
X6,2013,South America,Blue,Petrol,Automatic,3.4,177273,69265,6565,Low
X1,2014,North America,White,Diesel,Automatic,1.7,189906,46030,7407,High
3 Series,2017,Europe,Blue,Diesel,Manual,1.4,9423,73035,9498,High
7 Series,2014,Asia,White,Electric,Automatic,3.8,175483,100972,3672,Low
X5,2024,Middle East,Black,Petrol,Manual,2.0,167190,145909,3951,Low
X1,2013,Europe,Black,Diesel,Automatic,2.0,92772,50310,7974,High
7 Series,2012,Asia,Black,Diesel,Manual,3.2,2699,136742,5135,Low
i3,2024,Asia,Silver,Electric,Automatic,1.4,67703,56252,8059,High
3 Series,2024,Africa,Red,Petrol,Automatic,1.7,44575,69802,9999,High
7 Series,2021,Europe,Grey,Petrol,Automatic,4.0,130181,133386,4425,Low
i3,2018,Africa,Grey,Electric,Manual,1.0,55179,55541,7557,High
M3,2016,Asia,Grey,Diesel,Automatic,1.9,137723,82467,7588,High
M3,2020,Europe,Silver,Petrol,Manual,2.5,96669,82811,8878,High
3 Series,2010,South America,Red,Diesel,Manual,2.0,10893,42918,5716,Low
M3,2012,Africa,Grey,Diesel,Manual,3.0,77387,65197,6554,Low
7 Series,2019,Europe,Silver,Hybrid,Manual,3.5,156609,139542,4512,Low
M3,2023,South America,Silver,Hybrid,Manual,2.6,190979,88414,9255,High
X3,2015,Africa,Red,Petrol,Automatic,2.4,183401,63441,7641,High
X5,2022,Africa,Red,Petrol,Automatic,3.6,167959,96387,7477,High
i3,2011,Europe,Black,Electric,Manual,1.5,81652,56887,9999,High
M3,2014,Asia,Red,Diesel,Manual,3.2,68917,102673,5414,Low
X1,2020,Europe,Grey,Petrol,Manual,1.2,82181,73962,7538,High
X5,2024,Africa,Red,Petrol,Automatic,2.7,35269,99796,4389,Low
5 Series,2015,Africa,Grey,Petrol,Manual,2.5,105693,64584,7155,High
i3,2021,Africa,Black,Electric,Automatic,1.9,89709,44230,9021,High
X1,2023,Europe,Black,Diesel,Manual,1.5,36496,66663,8828,High
X1,2012,Middle East,Blue,Petrol,Manual,1.5,174596,71974,7499,High
i8,2016,Europe,Silver,Hybrid,Automatic,3.2,31234,95315,3753,Low
X1,2011,North America,Silver,Petrol,Manual,1.9,109447,57266,9999,High
X1,2015,South America,White,Petrol,Manual,2.0,31767,35095,5540,Low
X5,2023,Asia,White,Electric,Automatic,3.0,43280,135733,6505,Low
M5,2017,Middle East,White,Petrol,Automatic,2.4,64106,126725,6246,Low
3 Series,2011,Africa,Blue,Petrol,Manual,1.0,65978,46252,7151,High
3 Series,2019,South America,Grey,Electric,Manual,2.0,6136,49862,5686,Low
i3,2010,North America,Red,Petrol,Manual,2.0,5924,36420,6229,Low
7 Series,2022,Europe,Grey,Hybrid,Manual,4.0,132377,126830,5272,Low
X3,2015,Middle East,Blue,Petrol,Manual,1.6,68507,67620,9398,High
M5,2016,Europe,White,Petrol,Automatic,3.2,171715,106469,3477,Low
5 Series,2017,Africa,Black,Petrol,Automatic,2.1,3382,71478,7765,High
7 Series,2012,South America,Black,Diesel,Automatic,3.0,165761,109637,4392,Low
i3,2012,Asia,Black,Hybrid,Automatic,1.1,7522,47115,9999,High
M5,2014,North America,White,Electric,Manual,2.9,144350,87496,6437,Low
X6,2011,Middle East,Grey,Petrol,Manual,2.6,14015,85621,5332,Low
M5,2024,Africa,Silver,Petrol,Manual,2.2,152400,85512,6032,Low
i3,2016,North America,Silver,Electric,Automatic,1.1,126912,70223,8012,High
X3,2012,South America,Silver,Diesel,Automatic,2.4,59635,45504,6990,Low
i8,2018,Africa,Red,Hybrid,Automatic,2.4,54834,74151,6491,Low
i8,2011,Africa,Silver,Hybrid,Automatic,3.4,190261,66465,3613,Low
7 Series,2022,North America,Silver,Petrol,Automatic,3.9,16204,113069,6233,Low
7 Series,2022,Middle East,White,Diesel,Automatic,2.9,46087,115491,5395,Low
M5,2020,Europe,Silver,Hybrid,Manual,3.4,130998,144391,4570,Low
X3,2017,Middle East,Red,Petrol,Automatic,2.5,161700,65661,9425,High
i3,2021,Africa,White,Diesel,Automatic,1.4,32867,38593,9253,High
X5,2016,Asia,Black,Hybrid,Manual,3.0,97254,78472,7044,High
M5,2023,Middle East,Silver,Electric,Automatic,3.1,35924,112740,7838,High
M5,2013,Europe,Red,Petrol,Automatic,3.6,102041,123982,6041,Low
M5,2011,Asia,Grey,Petrol,Automatic,2.6,5630,72254,6170,Low
i8,2023,North America,Grey,Hybrid,Automatic,2.6,55718,91377,7925,High
X1,2013,Africa,White,Petrol,Manual,1.7,152432,32215,6563,Low
7 Series,2012,Europe,White,Petrol,Manual,3.4,141794,105407,4437,Low
3 Series,2011,North America,Blue,Petrol,Manual,1.9,152381,42921,5381,Low
7 Series,2013,North America,Grey,Petrol,Automatic,3.6,186942,145161,4636,Low
X3,2022,Europe,Black,Petrol,Manual,2.5,96753,74945,6970,Low
5 Series,2022,North America,White,Petrol,Manual,2.4,12907,95864,5787,Low
i3,2016,Middle East,Blue,Electric,Automatic,1.7,14297,45576,9999,High
M3,2015,Asia,White,Diesel,Automatic,3.3,2799,75000,4962,Low
i3,2015,Africa,Grey,Electric,Automatic,1.0,129460,31396,9999,High
X6,2015,South America,Black,Electric,Automatic,3.4,102345,94291,4041,Low
X6,2015,South America,Blue,Diesel,Automatic,2.9,188923,92330,5776,Low
5 Series,2015,South America,Red,Electric,Manual,1.9,130215,65285,8528,High
i3,2019,Africa,Red,Hybrid,Automatic,1.8,59448,53692,9999,High
M3,2012,Europe,Black,Diesel,Automatic,2.4,8522,97988,3943,Low
X3,2017,North America,White,Diesel,Manual,2.4,65674,76941,9505,High
X6,2018,Middle East,Black,Petrol,Manual,2.6,193886,96789,3841,Low
7 Series,2010,North America,Silver,Petrol,Automatic,4.0,124233,131050,4961,Low
3 Series,2011,Africa,Red,Petrol,Manual,1.7,199708,36985,6599,Low
i3,2013,Africa,Black,Electric,Manual,1.3,181398,36506,8737,High
X3,2015,North America,Blue,Petrol,Manual,1.8,25351,77850,6930,Low
i8,2010,South America,White,Electric,Automatic,3.6,127719,61117,3832,Low
5 Series,2023,Asia,Grey,Diesel,Automatic,2.4,41757,68729,7904,High
3 Series,2011,Middle East,Silver,Petrol,Manual,1.7,38401,51972,5357,Low
X5,2022,Asia,Red,Hybrid,Automatic,1.9,50078,90586,4555,Low
i8,2019,Asia,Blue,Electric,Manual,2.2,149455,111022,7710,High
i8,2011,Middle East,Black,Hybrid,Manual,2.7,79394,81747,7179,High
M5,2011,Middle East,Blue,Petrol,Automatic,3.0,148097,110253,5202,Low
5 Series,2020,Europe,Black,Petrol,Manual,2.2,31794,105824,9631,High
3 Series,2011,North America,Red,Diesel,Manual,1.5,94426,47244,9999,High
i8,2012,Europe,White,Hybrid,Manual,2.0,151385,74782,5502,Low
3 Series,2022,Africa,Grey,Hybrid,Automatic,3.0,4293,66914,8744,High
5 Series,2012,Africa,Silver,Petrol,Automatic,2.0,165277,58264,7235,High
i8,2023,Asia,Grey,Hybrid,Manual,2.7,11800,99313,6094,Low
i3,2012,Europe,Grey,Electric,Automatic,1.5,61048,60525,9999,High
X5,2018,Asia,White,Petrol,Manual,3.1,35405,98315,7660,High
X6,2017,South America,Blue,Hybrid,Automatic,4.0,67660,74777,3563,Low
X1,2012,Europe,Black,Hybrid,Manual,2.0,7761,60529,5945,Low
7 Series,2019,Africa,Black,Electric,Automatic,3.2,8819,76705,5559,Low
M5,2018,Middle East,Blue,Petrol,Manual,3.3,51049,111824,4772,Low
M5,2021,South America,Grey,Hybrid,Automatic,3.0,43686,65136,3730,Low
X3,2018,Middle East,Black,Hybrid,Manual,2.4,187870,76307,6384,Low
X3,2024,Africa,Red,Petrol,Automatic,2.4,71997,64030,7771,High
M3,2023,Europe,White,Electric,Automatic,3.0,113917,88696,4781,Low
X3,2012,Asia,Black,Diesel,Manual,1.7,104561,73067,4140,Low
3 Series,2016,Asia,White,Petrol,Manual,1.9,144272,65058,6327,Low
i8,2015,North America,Black,Hybrid,Manual,2.0,151537,108553,6159,Low
i8,2011,Europe,Red,Petrol,Manual,3.3,189781,94983,6727,Low
M5,2017,North America,Silver,Hybrid,Manual,3.1,170522,105558,5383,Low
X3,2017,Europe,Red,Petrol,Manual,2.1,72188,67068,5870,Low
i3,2024,Middle East,Silver,Electric,Automatic,2.0,151920,55590,9999,High
7 Series,2020,Asia,White,Hybrid,Manual,3.7,59607,144678,5096,Low
X6,2010,Africa,Black,Electric,Automatic,3.5,27678,54848,3477,Low
X6,2011,North America,Silver,Diesel,Automatic,3.1,120208,101039,5007,Low
M3,2024,South America,Silver,Petrol,Manual,1.9,131755,92841,8922,High
X1,2020,Middle East,Grey,Diesel,Manual,1.5,28986,81499,9170,High
X3,2011,Middle East,White,Hybrid,Manual,2.1,117562,62675,5957,Low
X6,2010,Middle East,Grey,Diesel,Automatic,4.0,109673,94334,3113,Low
M5,2015,Africa,Red,Hybrid,Manual,3.4,138200,77380,3219,Low
X3,2021,South America,Silver,Electric,Automatic,1.8,166616,68719,9999,High
i3,2022,Asia,Grey,Electric,Automatic,1.6,164858,71882,9999,High
7 Series,2017,North America,Silver,Petrol,Automatic,3.3,9783,137929,4411,Low
M3,2014,Africa,Blue,Petrol,Manual,2.8,129732,71744,5598,Low
X1,2018,North America,Red,Petrol,Manual,1.5,99649,54615,9999,High
X6,2011,South America,Red,Hybrid,Automatic,2.6,62657,100445,3046,Low
3 Series,2020,Asia,Black,Petrol,Manual,2.2,170359,53144,8272,High
X1,2011,Middle East,Red,Electric,Manual,2.2,48906,40848,9175,High
5 Series,2024,North America,Blue,Electric,Manual,1.4,6379,117820,7183,High
X6,2021,Middle East,Blue,Petrol,Automatic,3.7,117729,128551,4993,Low
7 Series,2012,Middle East,Silver,Petrol,Manual,3.6,4407,132952,2608,Low
X1,2020,North America,Silver,Electric,Manual,1.8,121148,56601,9999,High
i3,2016,Asia,White,Hybrid,Manual,2.1,166288,66861,7030,High
3 Series,2016,Africa,Grey,Petrol,Automatic,1.0,126856,45270,6631,Low
3 Series,2019,Africa,White,Petrol,Manual,2.3,47921,58515,9981,High
i8,2011,North America,White,Hybrid,Manual,2.4,194399,105036,6332,Low
X3,2013,South America,White,Diesel,Manual,1.7,77100,62610,6629,Low
3 Series,2019,Middle East,Grey,Electric,Manual,2.6,45213,53798,9999,High
X5,2022,Middle East,Silver,Electric,Automatic,2.7,189576,95260,5787,Low
M5,2014,Middle East,Silver,Petrol,Automatic,3.1,106249,114693,3018,Low
5 Series,2014,Middle East,White,Hybrid,Automatic,2.4,33872,54434,6695,Low
i3,2021,North America,Black,Hybrid,Automatic,1.7,116868,55082,9999,High
